,city,confidence,country,id,imageId,imageUrl,inscale,isJamUnifiedAlert,location,magvar,nComments,nImages,nThumbsUp,nearBy,pubMillis,reliability,reportBy,reportByActiveGroupIcon,reportByActiveGroupName,reportDescription,reportMood,reportRating,roadType,showFacebookPic,speed,street,subtype,type,uuid,wazeData,datetime,lon,lat,thumbs_up,thumbs_down,comments,geometry
134,Bishan,3,SN,alert-1651713528/72a70885-2731-3f53-97ab-f94f42a46e0e,,,False,False,"{'x': 103.84112, 'y': 1.354605}",203,0,0,6,,1563845977000,10,Wend88wong,,,,24,3,2.0,False,0,Marymount Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,72a70885-2731-3f53-97ab-f94f42a46e0e,"world,103.84112,1.354605,72a70885-2731-3f53-97ab-f94f42a46e0e,1651713528",2019-07-23 01:39:37,103.84112,1.354605,6,0,6,POINT (103.84112 1.354605)
135,Thomson,5,SN,alert-1653702254/2fcabcf0-cc19-349d-a1b5-dbc4e12b522b,,,False,False,"{'x': 103.830235, 'y': 1.356037}",132,3,0,9,,1563847734000,10,ElectricKona,,,,49,4,2.0,False,0,Upp Thomson Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,2fcabcf0-cc19-349d-a1b5-dbc4e12b522b,"world,103.830235,1.356037,2fcabcf0-cc19-349d-a1b5-dbc4e12b522b,1653702254",2019-07-23 02:08:54,103.830235,1.356037,9,3,12,POINT (103.830235 1.356037)
136,Thomson,0,SN,alert-1657594356/514f574c-9278-3b4f-86b9-39115f2bd9e5,,,False,False,"{'x': 103.828845, 'y': 1.35976}",171,0,0,1,,1563850082000,6,tofuKnife,kiss,Kiss 92,,46,3,2.0,False,0,Upp Thomson Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,514f574c-9278-3b4f-86b9-39115f2bd9e5,"world,103.828845,1.35976,514f574c-9278-3b4f-86b9-39115f2bd9e5,1657594356",2019-07-23 02:48:02,103.828845,1.35976,1,0,1,POINT (103.828845 1.35976)
137,Bishan,0,SN,alert-1646380759/bfc3b2a9-eb18-35b4-bfab-f3dc42b59815,,,False,False,"{'x': 103.832082, 'y': 1.360541}",1,0,0,1,,1563850982000,6,,,,,49,2,1.0,False,0,Sin Ming Ave,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,bfc3b2a9-eb18-35b4-bfab-f3dc42b59815,"world,103.832082,1.360541,bfc3b2a9-eb18-35b4-bfab-f3dc42b59815,1646380759",2019-07-23 03:03:02,103.832082,1.360541,1,0,1,POINT (103.832082 1.360541)
138,Thomson,3,SN,alert-1652102986/4457b4f2-6d40-3da8-93bc-204bd6b7dab7,,,False,False,"{'x': 103.83921, 'y': 1.340683}",33,0,0,7,,1563851377000,10,,,,,11,3,2.0,False,0,Marymount Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,4457b4f2-6d40-3da8-93bc-204bd6b7dab7,"world,103.83921,1.340683,4457b4f2-6d40-3da8-93bc-204bd6b7dab7,1652102986",2019-07-23 03:09:37,103.83921,1.340683,7,0,7,POINT (103.83921 1.340683)
139,Bishan,3,SN,alert-1641806661/1b9ea5a8-7a83-3bc6-bead-8b82484ea2c7,,,False,False,"{'x': 103.839028, 'y': 1.345149}",188,0,0,7,,1563852340000,10,,,,,8,1,,False,0,Marymount Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,1b9ea5a8-7a83-3bc6-bead-8b82484ea2c7,"world,103.839028,1.345149,1b9ea5a8-7a83-3bc6-bead-8b82484ea2c7,1641806661",2019-07-23 03:25:40,103.839028,1.345149,7,0,7,POINT (103.839028 1.345149)
140,Toa Payoh,0,SN,alert-1648524288/19f5080e-1bd7-3dd4-afda-eb8ff7137006,,,False,False,"{'x': 103.847462, 'y': 1.334239}",270,0,0,1,,1563867091000,6,Kelly_Grace_Chua,,,,47,2,1.0,False,0,Toa Payoh Central,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,19f5080e-1bd7-3dd4-afda-eb8ff7137006,"world,103.847462,1.334239,19f5080e-1bd7-3dd4-afda-eb8ff7137006,1648524288",2019-07-23 07:31:31,103.847462,1.334239,1,0,1,POINT (103.847462 1.334239)
141,Kallang,0,SN,alert-1653981775/4aca7c00-cea0-33ae-9bed-37fe14c5659f,,,False,False,"{'x': 103.863924, 'y': 1.328245}",148,0,0,1,,1563845835000,6,,,,,10,5,1.0,False,0,Mar Thoma Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,4aca7c00-cea0-33ae-9bed-37fe14c5659f,"world,103.863924,1.328245,4aca7c00-cea0-33ae-9bed-37fe14c5659f,1653981775",2019-07-23 01:37:15,103.863924,1.328245,1,0,1,POINT (103.863924 1.328245)
142,Toa Payoh,0,SN,alert-1635947122/33beafa6-9301-3849-9bfd-943756e7a1b3,,,False,False,"{'x': 103.84546, 'y': 1.335538}",271,0,0,0,,1563867598000,5,,,,,1,4,20.0,False,0,,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,33beafa6-9301-3849-9bfd-943756e7a1b3,"world,103.84546,1.335538,33beafa6-9301-3849-9bfd-943756e7a1b3,1635947122",2019-07-23 07:39:58,103.84546,1.335538,0,0,0,POINT (103.84546 1.335538)
143,,0,SN,alert-1642066620/bbcf8bc3-08fb-3a87-b093-44251fbfa18d,,,False,False,"{'x': 103.862766, 'y': 1.33222}",171,0,0,0,Potong Pasir,1563867888000,5,,,,,1,2,4.0,False,0,to: PIE (Changi Airport),JAM_HEAVY_TRAFFIC,JAM,bbcf8bc3-08fb-3a87-b093-44251fbfa18d,"world,103.862766,1.33222,bbcf8bc3-08fb-3a87-b093-44251fbfa18d,1642066620",2019-07-23 07:44:48,103.862766,1.33222,0,0,0,POINT (103.862766 1.33222)
144,MacPherson,1,SN,alert-1648102178/65398e8a-a74d-391b-a007-3cb8f1502319,,,False,False,"{'x': 103.870466, 'y': 1.328319}",247,0,0,3,,1563846250000,9,andy9969,ufmnew1,UFM 100.3,,52,4,2.0,False,0,MacPherson Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,65398e8a-a74d-391b-a007-3cb8f1502319,"world,103.870466,1.328319,65398e8a-a74d-391b-a007-3cb8f1502319,1648102178",2019-07-23 01:44:10,103.870466,1.328319,3,0,3,POINT (103.870466 1.328319)
145,Novena,0,SN,alert-1650193209/39640457-f287-3762-9bc1-70fccc0e1739,,,False,False,"{'x': 103.843084, 'y': 1.319754}",322,0,0,1,,1563863313000,6,,,,,50,5,2.0,False,0,Thomson Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,39640457-f287-3762-9bc1-70fccc0e1739,"world,103.843084,1.319754,39640457-f287-3762-9bc1-70fccc0e1739,1650193209",2019-07-23 06:28:33,103.843084,1.319754,1,0,1,POINT (103.843084 1.319754)
146,Kallang,0,SN,alert-1648524548/e6c2f569-fbbd-3aa4-a1f1-4a0111dca0ed,,,False,False,"{'x': 103.861907, 'y': 1.319985}",38,0,0,0,,1563868247000,5,zayo123,,,,24,4,2.0,False,0,Serangoon Road,JAM_STAND_STILL_TRAFFIC,JAM,e6c2f569-fbbd-3aa4-a1f1-4a0111dca0ed,"world,103.861907,1.319985,e6c2f569-fbbd-3aa4-a1f1-4a0111dca0ed,1648524548",2019-07-23 07:50:47,103.861907,1.319985,0,0,0,POINT (103.861907 1.319985)
147,Toa Payoh,0,SN,alert-1652223367/7960ed15-5003-3825-b8e6-70319edda248,,,False,False,"{'x': 103.850859, 'y': 1.339408}",243,0,0,0,,1563863938000,5,,,,,50,3,1.0,False,0,,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,7960ed15-5003-3825-b8e6-70319edda248,"world,103.850859,1.339408,7960ed15-5003-3825-b8e6-70319edda248,1652223367",2019-07-23 06:38:58,103.850859,1.339408,0,0,0,POINT (103.850859 1.339408)
148,Kallang,2,SN,alert-1648102358/b0f418c0-e36b-3c2c-a988-43a40c37bb97,,,False,False,"{'x': 103.881436, 'y': 1.322544}",172,0,0,5,,1563847054000,10,andy9969,ufmnew1,UFM 100.3,,52,4,2.0,False,0,Aljunied Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,b0f418c0-e36b-3c2c-a988-43a40c37bb97,"world,103.881436,1.322544,b0f418c0-e36b-3c2c-a988-43a40c37bb97,1648102358",2019-07-23 01:57:34,103.881436,1.322544,5,0,5,POINT (103.881436 1.322544)
149,Kallang,0,SN,alert-1652164587/8df7ce08-7b6f-3439-a79f-99b342bda656,,,False,False,"{'x': 103.864778, 'y': 1.323625}",37,0,0,0,,1563868399000,5,zayo123,,,,24,4,2.0,False,0,Serangoon Road,JAM_HEAVY_TRAFFIC,JAM,8df7ce08-7b6f-3439-a79f-99b342bda656,"world,103.864778,1.323625,8df7ce08-7b6f-3439-a79f-99b342bda656,1652164587",2019-07-23 07:53:19,103.864778,1.323625,0,0,0,POINT (103.864778 1.323625)
150,Kallang,5,SN,alert-1637140342/60a1a084-4118-353f-a8ff-b9c9ee49e037,,,False,False,"{'x': 103.867121, 'y': 1.318386}",238,1,0,15,,1563848060000,10,DragonY111,,,,16,2,2.0,False,0,Kallang Bahru,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,60a1a084-4118-353f-a8ff-b9c9ee49e037,"world,103.867121,1.318386,60a1a084-4118-353f-a8ff-b9c9ee49e037,1637140342",2019-07-23 02:14:20,103.867121,1.318386,15,1,16,POINT (103.867121 1.318386)
151,Kallang,0,SN,alert-1642424600/5ed6fea1-80c3-3c5c-ac66-f63096bd5ffa,,,False,False,"{'x': 103.866128, 'y': 1.325325}",38,0,0,0,,1563868458000,5,zayo123,,,,24,4,2.0,False,0,Serangoon Road,JAM_HEAVY_TRAFFIC,JAM,5ed6fea1-80c3-3c5c-ac66-f63096bd5ffa,"world,103.866128,1.325325,5ed6fea1-80c3-3c5c-ac66-f63096bd5ffa,1642424600",2019-07-23 07:54:18,103.866128,1.325325,0,0,0,POINT (103.866128 1.325325)
152,,0,SN,alert-1637184612/7f95d220-3dd5-3bcf-bce7-0bab5416037a,,,False,False,"{'x': 103.867046, 'y': 1.326508}",36,0,0,0,Bendemeer,1563868510000,5,zayo123,,,,24,4,2.0,False,0,to: PIE / CTE,JAM_HEAVY_TRAFFIC,JAM,7f95d220-3dd5-3bcf-bce7-0bab5416037a,"world,103.867046,1.326508,7f95d220-3dd5-3bcf-bce7-0bab5416037a,1637184612",2019-07-23 07:55:10,103.867046,1.326508,0,0,0,POINT (103.867046 1.326508)
153,Kallang,1,SN,alert-1653703604/c6eb6e5f-efc4-3559-a67d-fe8b773c2218,,,False,False,"{'x': 103.880544, 'y': 1.323867}",71,0,0,3,,1563854104000,9,,,,,1,3,1.0,False,0,Kallang Way,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,c6eb6e5f-efc4-3559-a67d-fe8b773c2218,"world,103.880544,1.323867,c6eb6e5f-efc4-3559-a67d-fe8b773c2218,1653703604",2019-07-23 03:55:04,103.880544,1.323867,3,0,3,POINT (103.880544 1.323867)
154,MacPherson,0,SN,alert-1637499582/0b9581e5-a078-397f-8610-13e7a492a97c,,,False,False,"{'x': 103.876475, 'y': 1.331283}",342,0,0,1,,1563844045000,6,andy9969,ufmnew1,UFM 100.3,,52,4,1.0,False,0,Mulberry Ave,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,0b9581e5-a078-397f-8610-13e7a492a97c,"world,103.876475,1.331283,0b9581e5-a078-397f-8610-13e7a492a97c,1637499582",2019-07-23 01:07:25,103.876475,1.331283,1,0,1,POINT (103.876475 1.331283)
155,Serangoon,3,SN,alert-1654160735/86049c5d-3386-31eb-ac49-60d9badc4f35,,,False,False,"{'x': 103.864239, 'y': 1.35369}",10,0,0,6,,1563849381000,10,Trawkram,,,Resurfacing road..good luck!!,53,1,1.0,False,0,Lorong Chuan,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,86049c5d-3386-31eb-ac49-60d9badc4f35,"world,103.864239,1.35369,86049c5d-3386-31eb-ac49-60d9badc4f35,1654160735",2019-07-23 02:36:21,103.864239,1.35369,6,0,6,POINT (103.864239 1.35369)
156,Serangoon,1,SN,alert-1645206119/b2f4fb5d-da42-34bc-92f2-7f7a40b79845,,,False,False,"{'x': 103.881536, 'y': 1.356815}",47,0,0,3,,1563866065000,8,HappyHappyBeepBeep,kiss,Kiss 92,,49,3,2.0,False,0,Upper Serangoon Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,b2f4fb5d-da42-34bc-92f2-7f7a40b79845,"world,103.881536,1.356815,b2f4fb5d-da42-34bc-92f2-7f7a40b79845,1645206119",2019-07-23 07:14:25,103.881536,1.356815,3,0,3,POINT (103.881536 1.356815)
157,Bishan,0,SN,alert-1653802147/84bdf7b6-1578-3536-b567-036e40ddc471,,,False,False,"{'x': 103.848977, 'y': 1.353506}",102,0,0,1,,1563850369000,6,DragonY111,,,,16,2,,False,0,Bishan St 14,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,84bdf7b6-1578-3536-b567-036e40ddc471,"world,103.848977,1.353506,84bdf7b6-1578-3536-b567-036e40ddc471,1653802147",2019-07-23 02:52:49,103.848977,1.353506,1,0,1,POINT (103.848977 1.353506)
158,Hougang,0,SN,alert-1658254845/e769b09c-bd5c-3343-9f83-90dd0664537d,,,False,False,"{'x': 103.885066, 'y': 1.357648}",66,0,0,0,,1563866288000,5,HappyHappyBeepBeep,kiss,Kiss 92,,46,3,1.0,False,0,Hougang St 21,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,e769b09c-bd5c-3343-9f83-90dd0664537d,"world,103.885066,1.357648,e769b09c-bd5c-3343-9f83-90dd0664537d,1658254845",2019-07-23 07:18:08,103.885066,1.357648,0,0,0,POINT (103.885066 1.357648)
159,Bishan,1,SN,alert-1654300455/699d9040-0813-35a8-af46-6595f971d979,,,False,False,"{'x': 103.846436, 'y': 1.355801}",353,0,0,2,,1563850662000,7,Szczesly,,,,58,3,1.0,False,0,Bishan St 22,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,699d9040-0813-35a8-af46-6595f971d979,"world,103.846436,1.355801,699d9040-0813-35a8-af46-6595f971d979,1654300455",2019-07-23 02:57:42,103.846436,1.355801,2,0,2,POINT (103.846436 1.355801)
160,Bishan,1,SN,alert-1646164549/f1150d42-0830-3a64-a3f9-f5c832bcb44d,,,False,False,"{'x': 103.847939, 'y': 1.351534}",12,0,0,2,,1563867536000,7,,,,,8,3,2.0,False,0,Bishan Rd,HAZARD_ON_ROAD_CAR_STOPPED,HAZARD,f1150d42-0830-3a64-a3f9-f5c832bcb44d,"world,103.847939,1.351534,f1150d42-0830-3a64-a3f9-f5c832bcb44d,1646164549",2019-07-23 07:38:56,103.847939,1.351534,2,0,2,POINT (103.847939 1.351534)
161,,1,SN,alert-1635761053/2fe47615-d81e-3844-9a6d-26b135b17838,50e1c528-055a-44ce-bf02-49ad07614513,https://s3.amazonaws.com/waze.photos/50e1c528-055a-44ce-bf02-49ad07614513,False,False,"{'x': 103.870504, 'y': 1.343342}",5,0,1,2,Woodleigh,1563851669000,7,,,,,34,0,2.0,False,0,Upper Serangoon Road,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,2fe47615-d81e-3844-9a6d-26b135b17838,"world,103.870504,1.343342,2fe47615-d81e-3844-9a6d-26b135b17838,1635761053",2019-07-23 03:14:29,103.870504,1.343342,2,0,2,POINT (103.870504 1.343342)
162,Serangoon,2,SN,alert-1641144540/255d7d50-7a9d-3509-801a-abae40d099ac,,,False,False,"{'x': 103.872591, 'y': 1.355734}",268,0,0,4,,1563859435000,9,,,,,10,4,2.0,False,0,Boundary Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,255d7d50-7a9d-3509-801a-abae40d099ac,"world,103.872591,1.355734,255d7d50-7a9d-3509-801a-abae40d099ac,1641144540",2019-07-23 05:23:55,103.872591,1.355734,4,0,4,POINT (103.872591 1.355734)
163,Serangoon,0,SN,alert-1652825715/5bdb4e7e-a99f-3112-9c8f-a376b6ce4c6f,,,False,False,"{'x': 103.86506, 'y': 1.354071}",238,0,0,1,,1563861347000,6,,,,,24,5,2.0,False,0,Lorong Chuan,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,5bdb4e7e-a99f-3112-9c8f-a376b6ce4c6f,"world,103.86506,1.354071,5bdb4e7e-a99f-3112-9c8f-a376b6ce4c6f,1652825715",2019-07-23 05:55:47,103.86506,1.354071,1,0,1,POINT (103.86506 1.354071)
164,Serangoon,0,SN,alert-1646593290/151db050-7505-3007-b789-a672997c9ad9,,,False,False,"{'x': 103.873053, 'y': 1.355713}",286,0,0,1,,1563864024000,6,,,,,10,4,2.0,False,0,Boundary Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,151db050-7505-3007-b789-a672997c9ad9,"world,103.873053,1.355713,151db050-7505-3007-b789-a672997c9ad9,1646593290",2019-07-23 06:40:24,103.873053,1.355713,1,0,1,POINT (103.873053 1.355713)
165,Serangoon,1,SN,alert-1655062354/cfcba8fd-61b5-38b1-9c24-950378f10a83,,,False,False,"{'x': 103.864629, 'y': 1.354065}",252,0,0,3,,1563848552000,8,,,,,1,3,2.0,False,0,Lorong Chuan,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,cfcba8fd-61b5-38b1-9c24-950378f10a83,"world,103.864629,1.354065,cfcba8fd-61b5-38b1-9c24-950378f10a83,1655062354",2019-07-23 02:22:32,103.864629,1.354065,3,0,3,POINT (103.864629 1.354065)
166,Ang Mo Kio,0,SN,alert-1641354712/eff0e743-0816-330c-84f1-f4c7dc510db3,,,False,False,"{'x': 103.844946, 'y': 1.375207}",172,0,0,1,,1563866114000,7,,,,,8,3,2.0,False,0,Ang Mo Kio Ave 6,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,eff0e743-0816-330c-84f1-f4c7dc510db3,"world,103.844946,1.375207,eff0e743-0816-330c-84f1-f4c7dc510db3,1641354712",2019-07-23 07:15:14,103.844946,1.375207,1,0,1,POINT (103.844946 1.375207)
167,Serangoon,0,SN,alert-1633466323/21d6510a-6b0b-3a3e-94ba-631420460a5c,,,False,False,"{'x': 103.872026, 'y': 1.375261}",274,0,0,0,,1563866167000,6,james_sg_4G,,,,49,4,1.0,False,0,Serangoon North Ave 5,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,21d6510a-6b0b-3a3e-94ba-631420460a5c,"world,103.872026,1.375261,21d6510a-6b0b-3a3e-94ba-631420460a5c,1633466323",2019-07-23 07:16:07,103.872026,1.375261,0,0,0,POINT (103.872026 1.375261)
168,Seletar,0,SN,alert-1656533337/bbea3191-15ea-3ab2-b4fe-567975811d17,,,False,False,"{'x': 103.880644, 'y': 1.401533}",93,0,0,0,,1563867965000,5,,,,,10,1,,False,0,to: TPE (PIE),JAM_HEAVY_TRAFFIC,JAM,bbea3191-15ea-3ab2-b4fe-567975811d17,"world,103.880644,1.401533,bbea3191-15ea-3ab2-b4fe-567975811d17,1656533337",2019-07-23 07:46:05,103.880644,1.401533,0,0,0,POINT (103.880644 1.401533)
169,Ang Mo Kio,0,SN,alert-1645206569/04655c09-09e5-3323-afaf-6463950f2a0f,,,False,False,"{'x': 103.862265, 'y': 1.369834}",253,0,0,0,,1563868262000,5,danielnzx,,,,46,3,2.0,False,0,Ang Mo Kio Ave 3,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,04655c09-09e5-3323-afaf-6463950f2a0f,"world,103.862265,1.369834,04655c09-09e5-3323-afaf-6463950f2a0f,1645206569",2019-07-23 07:51:02,103.862265,1.369834,0,0,0,POINT (103.862265 1.369834)
170,Ang Mo Kio,1,SN,alert-1653803546/3678225e-d1af-39a9-903f-99494b65489e,,,False,False,"{'x': 103.842989, 'y': 1.377284}",266,0,0,3,,1563854655000,9,,,,,1,1,2.0,False,0,Ang Mo Kio Ave 5,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,3678225e-d1af-39a9-903f-99494b65489e,"world,103.842989,1.377284,3678225e-d1af-39a9-903f-99494b65489e,1653803546",2019-07-23 04:04:15,103.842989,1.377284,3,0,3,POINT (103.842989 1.377284)
171,Sengkang,0,SN,alert-1654143936/e44ca936-b6e7-3dc7-a579-d9535fd9c89c,,,False,False,"{'x': 103.875911, 'y': 1.394559}",348,0,0,0,,1563856174000,6,,,,,51,3,1.0,False,0,Fernvale Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,e44ca936-b6e7-3dc7-a579-d9535fd9c89c,"world,103.875911,1.394559,e44ca936-b6e7-3dc7-a579-d9535fd9c89c,1654143936",2019-07-23 04:29:34,103.875911,1.394559,0,0,0,POINT (103.875911 1.394559)
172,Ang Mo Kio,0,SN,alert-1652008297/445c2362-fd6a-3ded-9a3f-2cb3e1a8ce93,,,False,False,"{'x': 103.841017, 'y': 1.383639}",244,0,0,0,,1563845954000,5,,,,,24,4,1.0,False,0,Ang Mo Kio Ave 9,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,445c2362-fd6a-3ded-9a3f-2cb3e1a8ce93,"world,103.841017,1.383639,445c2362-fd6a-3ded-9a3f-2cb3e1a8ce93,1652008297",2019-07-23 01:39:14,103.841017,1.383639,0,0,0,POINT (103.841017 1.383639)
173,Ang Mo Kio,5,SN,alert-1637139962/f50c9198-634c-3ddd-b5eb-b9392596fd27,,,False,False,"{'x': 103.844603, 'y': 1.367093}",216,1,0,10,,1563846173000,10,,,,,11,2,2.0,False,0,Ang Mo Kio Ave 6,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,f50c9198-634c-3ddd-b5eb-b9392596fd27,"world,103.844603,1.367093,f50c9198-634c-3ddd-b5eb-b9392596fd27,1637139962",2019-07-23 01:42:53,103.844603,1.367093,10,1,11,POINT (103.844603 1.367093)
174,Sengkang,2,SN,alert-1646159859/664745fd-c158-3a4f-ab07-fdb7e560d82a,,,False,False,"{'x': 103.875659, 'y': 1.39497}",78,0,0,5,,1563846229000,10,,,,,49,1,2.0,False,0,Sengkang West Way,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,664745fd-c158-3a4f-ab07-fdb7e560d82a,"world,103.875659,1.39497,664745fd-c158-3a4f-ab07-fdb7e560d82a,1646159859",2019-07-23 01:43:49,103.875659,1.39497,5,0,5,POINT (103.875659 1.39497)
175,Sengkang,0,SN,alert-1658955744/baae05ed-d96d-359e-addc-404d1f352513,,,False,False,"{'x': 103.871459, 'y': 1.395158}",276,0,0,2,,1563856619000,8,,,,,51,3,2.0,False,0,Sengkang West Way,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,baae05ed-d96d-359e-addc-404d1f352513,"world,103.871459,1.395158,baae05ed-d96d-359e-addc-404d1f352513,1658955744",2019-07-23 04:36:59,103.871459,1.395158,2,0,2,POINT (103.871459 1.395158)
176,Ang Mo Kio,0,SN,alert-1633462093/07a901a3-e4f9-386c-bcab-ef8e6b18ce86,,,False,False,"{'x': 103.839366, 'y': 1.37709}",272,0,0,1,,1563846899000,6,ElectricKona,,,,49,4,2.0,False,0,Ang Mo Kio Ave 5,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,07a901a3-e4f9-386c-bcab-ef8e6b18ce86,"world,103.839366,1.37709,07a901a3-e4f9-386c-bcab-ef8e6b18ce86,1633462093",2019-07-23 01:54:59,103.839366,1.37709,1,0,1,POINT (103.839366 1.37709)
177,Ang Mo Kio,0,SN,alert-1636142032/cb265e09-4163-324f-90ef-703b30d845e6,,,False,False,"{'x': 103.834791, 'y': 1.380198}",325,0,0,1,,1563847842000,6,,,,,49,3,2.0,False,0,Ang Mo Kio Ave 5,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,cb265e09-4163-324f-90ef-703b30d845e6,"world,103.834791,1.380198,cb265e09-4163-324f-90ef-703b30d845e6,1636142032",2019-07-23 02:10:42,103.834791,1.380198,1,0,1,POINT (103.834791 1.380198)
178,Ang Mo Kio,0,SN,alert-1653162036/31fe1160-0dbf-318e-a759-5a4ecdc4d48c,,,False,False,"{'x': 103.834378, 'y': 1.381086}",62,0,0,0,,1563847859000,5,,,,,49,3,2.0,False,0,Yio Chu Kang Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,31fe1160-0dbf-318e-a759-5a4ecdc4d48c,"world,103.834378,1.381086,31fe1160-0dbf-318e-a759-5a4ecdc4d48c,1653162036",2019-07-23 02:10:59,103.834378,1.381086,0,0,0,POINT (103.834378 1.381086)
179,Ang Mo Kio,2,SN,alert-1647302058/a5aa231e-93a8-3344-a5ee-a75b4450b4ce,,,False,False,"{'x': 103.840634, 'y': 1.387039}",52,0,0,5,,1563847920000,10,,,,,49,3,2.0,False,0,Yio Chu Kang Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,a5aa231e-93a8-3344-a5ee-a75b4450b4ce,"world,103.840634,1.387039,a5aa231e-93a8-3344-a5ee-a75b4450b4ce,1647302058",2019-07-23 02:12:00,103.840634,1.387039,5,0,5,POINT (103.840634 1.387039)
180,Yio Chu Kang,2,SN,alert-1652104676/40f18c36-49bd-307e-aad5-5902def2ba17,,,False,False,"{'x': 103.828665, 'y': 1.398546}",337,0,0,6,,1563858815000,10,,,,,10,3,2.0,False,0,Lentor Ave,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,40f18c36-49bd-307e-aad5-5902def2ba17,"world,103.828665,1.398546,40f18c36-49bd-307e-aad5-5902def2ba17,1652104676",2019-07-23 05:13:35,103.828665,1.398546,6,0,6,POINT (103.828665 1.398546)
181,Ang Mo Kio,0,SN,alert-1637503382/88ae355c-ddf6-3475-bac7-093d97a97166,,,False,False,"{'x': 103.843397, 'y': 1.383339}",340,0,0,0,,1563861776000,5,,,,,50,2,2.0,False,0,Ang Mo Kio Ave 6,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,88ae355c-ddf6-3475-bac7-093d97a97166,"world,103.843397,1.383339,88ae355c-ddf6-3475-bac7-093d97a97166,1637503382",2019-07-23 06:02:56,103.843397,1.383339,0,0,0,POINT (103.843397 1.383339)
182,Thomson,0,SN,alert-1634442523/52d77d84-1e4a-389e-bbb5-1e868d5a61dd,,,False,False,"{'x': 103.818502, 'y': 1.392406}",12,0,0,0,,1563850164000,5,,,,,49,2,2.0,False,0,Upp Thomson Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,52d77d84-1e4a-389e-bbb5-1e868d5a61dd,"world,103.818502,1.392406,52d77d84-1e4a-389e-bbb5-1e868d5a61dd,1634442523",2019-07-23 02:49:24,103.818502,1.392406,0,0,0,POINT (103.818502 1.392406)
183,,5,SN,alert-1650173329/d171d662-94d1-3201-a030-3ab71922a0ec,,,False,False,"{'x': 103.834889, 'y': 1.39403}",231,0,0,17,Upper Thomson,1563864210000,10,,,,,24,3,4.0,False,0,Exit 3: Lentor Ave (Yishun),,ACCIDENT,d171d662-94d1-3201-a030-3ab71922a0ec,"world,103.834889,1.39403,d171d662-94d1-3201-a030-3ab71922a0ec,1650173329",2019-07-23 06:43:30,103.834889,1.39403,17,0,17,POINT (103.834889 1.39403)
184,Seletar,0,SN,alert-1640620861/8b049168-8ca4-3491-8627-d971dafc2be5,,,False,False,"{'x': 103.873097, 'y': 1.398029}",343,0,0,0,,1563850731000,5,Ashton7588,,,,0,0,1.0,False,0,Jln Kayu,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,8b049168-8ca4-3491-8627-d971dafc2be5,"world,103.873097,1.398029,8b049168-8ca4-3491-8627-d971dafc2be5,1640620861",2019-07-23 02:58:51,103.873097,1.398029,0,0,0,POINT (103.873097 1.398029)
